step,time_code,dt,max_abs_dgbulk_idx,max_abs_dgbulk_i,max_abs_dgbulk_j,max_abs_dgbulk_k,max_abs_dgbulk_value,eta_before,phi_before,xB_before,Y_before,h_eta,hp_eta,eta_rhs_bulk,eta_rhs_double_well,eta_rhs_total,dxB,deta,phi_rhs_chem_at_loc,phi_rhs_total_at_loc,phi_rhs_dw_at_loc,region_class,is_eta_interface,is_far_field_like,is_phi_nonzero,eta_peak_idx,eta_peak_i,eta_peak_j,eta_peak_k,eta_peak_value
54,5.4000000000e-03,1.0000000000e-04,502328,54,48,56,-2.8087953034e+03,4.8685480216e-01,4.9555580733e-01,3.0390922933e-02,-3.4627490008e+00,4.7536410889e-01,1.8724089524e+00,-2.8087953034e+03,2.5770525271e-02,-2.8087695329e+03,-1.9236272070e-04,1.3187165246e-04,-1.1823070364e+00,-1.1778631949e+00,4.4438415658e-03,interface,1,0,1,437711,47,47,47,9.9986767408e-01
55,5.5000000000e-03,1.0000000000e-04,447608,48,54,56,-2.8022776007e+03,4.8698667381e-01,4.9548062636e-01,3.0198560212e-02,-3.4692971011e+00,4.7561102997e-01,1.8724606605e+00,-2.8022776007e+03,2.5512349533e-02,-2.8022520884e+03,-1.8528309194e-04,1.3156554150e-04,-1.1791026098e+00,-1.1745836054e+00,4.5190044143e-03,interface,1,0,1,437711,47,47,47,9.9986436214e-01
56,5.6000000000e-03,1.0000000000e-04,520176,56,42,48,-2.7959649225e+03,4.8711823935e-01,4.9540480221e-01,3.0013277120e-02,-3.4756425292e+00,4.7585738464e-01,1.8725117297e+00,-2.7959649225e+03,2.5254762474e-02,-2.7959396677e+03,-1.7802060114e-04,1.3126940754e-04,-1.1759876937e+00,-1.1713928841e+00,4.5948096638e-03,interface,1,0,1,437711,47,47,47,9.9986105485e-01
57,5.7000000000e-03,1.0000000000e-04,520758,56,48,54,-2.7898711623e+03,4.8724950876e-01,4.9532835880e-01,2.9835256519e-02,-3.4817750969e+00,4.7610319146e-01,1.8725621675e+00,-2.7898711623e+03,2.4997744741e-02,-2.7898461645e+03,-1.7064756427e-04,1.3098405914e-04,-1.1729682270e+00,-1.1682969936e+00,4.6712333792e-03,interface,1,0,1,437711,47,47,47,9.9985775196e-01
58,5.8000000000e-03,1.0000000000e-04,447034,48,48,58,-2.7840358240e+03,4.8768579537e-01,4.9525111105e-01,2.9660991204e-02,-3.4878127490e+00,4.7692020122e-01,1.8727260953e+00,-2.7840358240e+03,2.4143447646e-02,-2.7840116806e+03,-1.6156142727e-04,1.2647036504e-04,-1.1699869365e+00,-1.1652384759e+00,4.7484605583e-03,interface,1,0,1,437711,47,47,47,9.9985445319e-01
59,5.9000000000e-03,1.0000000000e-04,539184,58,48,48,-2.7784717794e+03,4.8781226573e-01,4.9517351016e-01,2.9499429777e-02,-3.4934410566e+00,4.7715704852e-01,1.8727725489e+00,-2.7784717794e+03,2.3895783975e-02,-2.7784478836e+03,-1.5406995205e-04,1.2621168782e-04,-1.1671998143e+00,-1.1623737741e+00,4.8260401077e-03,interface,1,0,1,437711,47,47,47,9.9985115800e-01
60,6.0000000000e-03,1.0000000000e-04,447034,48,48,58,-2.7731571752e+03,4.8793847742e-01,4.9509537064e-01,2.9345359825e-02,-3.4988362948e+00,4.7739341720e-01,1.8728184300e+00,-2.7731571752e+03,2.3648617715e-02,-2.7731335266e+03,-1.4659936167e-04,1.2596278214e-04,-1.1645210312e+00,-1.1596168738e+00,4.9041574300e-03,interface,1,0,1,437711,47,47,47,9.9984786545e-01
61,6.1000000000e-03,1.0000000000e-04,539184,58,48,48,-2.7680976274e+03,4.8806444020e-01,4.9501672128e-01,2.9198760463e-02,-3.5039954922e+00,4.7762932548e-01,1.8728637450e+00,-2.7680976274e+03,2.3401929879e-02,-2.7680742255e+03,-1.3917030518e-04,1.2572483038e-04,-1.1619529354e+00,-1.1569701517e+00,4.9827837223e-03,interface,1,0,1,437711,47,47,47,9.9984457495e-01
62,6.2000000000e-03,1.0000000000e-04,539184,58,48,48,-2.7632976819e+03,4.8819016503e-01,4.9493759151e-01,2.9059590158e-02,-3.5089165418e+00,4.7786479377e-01,1.8729085005e+00,-2.7632976819e+03,2.3155699161e-02,-2.7632745262e+03,-1.3179512203e-04,1.2549888866e-04,-1.1594974138e+00,-1.1544355243e+00,5.0618895291e-03,interface,1,0,1,437711,47,47,47,9.9984128617e-01
63,6.3000000000e-03,1.0000000000e-04,447034,48,48,58,-2.7587611156e+03,4.8831566392e-01,4.9485801132e-01,2.8927795036e-02,-3.5135979281e+00,4.7809984449e-01,1.8729527035e+00,-2.7587611156e+03,2.2909902181e-02,-2.7587382057e+03,-1.2447941938e-04,1.2528546737e-04,-1.1571560231e+00,-1.1520145782e+00,5.1414448606e-03,interface,1,0,1,437711,47,47,47,9.9983799893e-01
64,6.4000000000e-03,1.0000000000e-04,539184,58,48,48,-2.7544911898e+03,4.8844094939e-01,4.9477801112e-01,2.8803315616e-02,-3.5180385003e+00,4.7833450098e-01,1.8729963608e+00,-2.7544911898e+03,2.2664514557e-02,-2.7544685253e+03,-1.1722356320e-04,1.2508499069e-04,-1.1549300999e+00,-1.1497086806e+00,5.2214192815e-03,interface,1,0,1,437711,47,47,47,9.9983471292e-01
65,6.5000000000e-03,1.0000000000e-04,447034,48,48,58,-2.7504908548e+03,4.8856603438e-01,4.9469762172e-01,2.8686092053e-02,-3.5222372913e+00,4.7856878742e-01,1.8730394792e+00,-2.7504908548e+03,2.2419511070e-02,-2.7504684353e+03,-1.1002408714e-04,1.2489749658e-04,-1.1528208495e+00,-1.1475190675e+00,5.3017819743e-03,interface,1,0,1,437711,47,47,47,9.9983142781e-01
66,6.6000000000e-03,1.0000000000e-04,539184,58,48,48,-2.7467629052e+03,4.8869093188e-01,4.9461687425e-01,2.8576067966e-02,-3.5261933831e+00,4.7880272802e-01,1.8730820654e+00,-2.7467629052e+03,2.2174866422e-02,-2.7467407303e+03,-1.0287501898e-04,1.2472294262e-04,-1.1508294131e+00,-1.1454469114e+00,5.3825017817e-03,interface,1,0,1,428495,46,47,47,9.9982818956e-01
67,6.7000000000e-03,1.0000000000e-04,539184,58,48,48,-2.7433100844e+03,4.8881565482e-01,4.9453580018e-01,2.8473192947e-02,-3.5299058156e+00,4.7903634696e-01,1.8731241258e+00,-2.7433100844e+03,2.1930555396e-02,-2.7432881539e+03,-9.5769117218e-05,1.2456127712e-04,-1.1489569132e+00,-1.1434933659e+00,5.4635472344e-03,interface,1,0,1,428495,46,47,47,9.9982521012e-01
68,6.8000000000e-03,1.0000000000e-04,447034,48,48,58,-2.7401351414e+03,4.8894021610e-01,4.9445443125e-01,2.8377423830e-02,-3.5333735395e+00,4.7926966828e-01,1.8731656666e+00,-2.7401351414e+03,2.1686552869e-02,-2.7401134549e+03,-8.8699008763e-05,1.2441283172e-04,-1.1472044775e+00,-1.1416595909e+00,5.5448865671e-03,interface,1,0,1,428495,46,47,47,9.9982222934e-01
69,6.9000000000e-03,1.0000000000e-04,539184,58,48,48,-2.7372408392e+03,4.8906462893e-01,4.9437279952e-01,2.8288724821e-02,-3.5365954093e+00,4.7950271669e-01,1.8732066939e+00,-2.7372408392e+03,2.1442833067e-02,-2.7372193963e+03,-8.1658215083e-05,1.2427775705e-04,-1.1455732433e+00,-1.1399467555e+00,5.6264877301e-03,interface,1,0,1,428495,46,47,47,9.9981924690e-01
70,7.0000000000e-03,1.0000000000e-04,539184,58,48,48,-2.7346299183e+03,4.8918890668e-01,4.9429093729e-01,2.8207066606e-02,-3.5395702149e+00,4.7973551713e-01,1.8732472137e+00,-2.7346299183e+03,2.1199369913e-02,-2.7346087189e+03,-7.4642054180e-05,1.2415582579e-04,-1.1440643416e+00,-1.1383560232e+00,5.7083183981e-03,interface,1,0,1,428495,46,47,47,9.9981626251e-01
71,7.1000000000e-03,1.0000000000e-04,447034,48,48,58,-2.7323050203e+03,4.8931306251e-01,4.9420887715e-01,2.8132424552e-02,-3.5422967462e+00,4.7996809418e-01,1.8732872318e+00,-2.7323050203e+03,2.0956137776e-02,-2.7322840642e+03,-6.7648407186e-05,1.2404808489e-04,-1.1426788646e+00,-1.1368885186e+00,5.7903459842e-03,interface,1,0,1,428495,46,47,47,9.9981327726e-01
72,7.2000000000e-03,1.0000000000e-04,447034,48,48,58,-2.7302685761e+03,4.8943711059e-01,4.9412665191e-01,2.8064776145e-02,-3.5447738881e+00,4.8020047433e-01,1.8733267540e+00,-2.7302685761e+03,2.0713108966e-02,-2.7302478630e+03,-6.0678340254e-05,1.2395351943e-04,-1.1414178174e+00,-1.1355452797e+00,5.8725376595e-03,interface,1,0,1,428495,46,47,47,9.9981029071e-01
73,7.3000000000e-03,1.0000000000e-04,447034,48,48,58,-2.7285226632e+03,4.8956106411e-01,4.9404429461e-01,2.8004097804e-02,-3.5470007390e+00,4.8043268220e-01,1.8733657855e+00,-2.7285226632e+03,2.0470257780e-02,-2.7285021929e+03,-5.3736579496e-05,1.2387213029e-04,-1.1402820576e+00,-1.1343271972e+00,5.9548603852e-03,interface,1,0,1,428495,46,47,47,9.9980730239e-01
74,7.4000000000e-03,1.0000000000e-04,447034,48,48,58,-2.7270688412e+03,4.8968493624e-01,4.9396183845e-01,2.7950361225e-02,-3.5489767484e+00,4.8066474240e-01,1.8734043315e+00,-2.7270688412e+03,2.0227558508e-02,-2.7270486137e+03,-4.6831834577e-05,1.2380394142e-04,-1.1392722251e+00,-1.1332349441e+00,6.0372809571e-03,interface,1,0,1,428495,46,47,47,9.9980431208e-01
75,7.5000000000e-03,1.0000000000e-04,447034,48,48,58,-2.7259079723e+03,4.8980874019e-01,4.9387931674e-01,2.7903529390e-02,-3.5507018669e+00,4.8089667960e-01,1.8734423970e+00,-2.7259079723e+03,1.9984985391e-02,-2.7258879873e+03,-3.9976976438e-05,1.2374895928e-04,-1.1383886651e+00,-1.1322688990e+00,6.1197660668e-03,interface,1,0,1,428495,46,47,47,9.9980131958e-01
76,7.6000000000e-03,1.0000000000e-04,447034,48,48,58,-2.7250400323e+03,4.8993248914e-01,4.9379676281e-01,2.7863552414e-02,-3.5521767031e+00,4.8112851848e-01,1.8734799866e+00,-2.7250400323e+03,1.9742512652e-02,-2.7250202898e+03,-3.3189075034e-05,1.2370676224e-04,-1.1376313478e+00,-1.1314290654e+00,6.2022823798e-03,interface,1,0,1,428495,46,47,47,9.9979832488e-01
77,7.7000000000e-03,1.0000000000e-04,447034,48,48,58,-2.7244639210e+03,4.9005619591e-01,4.9371420993e-01,2.7830363339e-02,-3.5534026814e+00,4.8136028292e-01,1.8735171047e+00,-2.7244639210e+03,1.9500115338e-02,-2.7244444209e+03,-2.6489305809e-05,1.2367750157e-04,-1.1369997879e+00,-1.1307149912e+00,6.2847966324e-03,interface,1,0,1,428495,46,47,47,9.9979532784e-01
78,7.8000000000e-03,1.0000000000e-04,447034,48,48,58,-2.7241772798e+03,4.9017987341e-01,4.9363169118e-01,2.7803874033e-02,-3.5543821951e+00,4.8159199711e-01,1.8735537557e+00,-2.7241772798e+03,1.9257768197e-02,-2.7241580220e+03,-1.9902734112e-05,1.2366148916e-04,-1.1364929662e+00,-1.1301256905e+00,6.3672757457e-03,interface,1,0,1,428495,46,47,47,9.9979232840e-01
79,7.9000000000e-03,1.0000000000e-04,447034,48,48,58,-2.7241763207e+03,4.9030353490e-01,4.9354923932e-01,2.7783971299e-02,-3.5551187491e+00,4.8182368580e-01,1.8735899437e+00,-2.7241763207e+03,1.9015445362e-02,-2.7241573052e+03,-1.3457987649e-05,1.2365847868e-04,-1.1361092578e+00,-1.1296595709e+00,6.4496869583e-03,interface,1,0,1,428495,46,47,47,9.9978932636e-01
80,8.0000000000e-03,1.0000000000e-04,447034,48,48,58,-2.7244556753e+03,4.9042719338e-01,4.9346688665e-01,2.7770513311e-02,-3.5556170885e+00,4.8205537329e-01,1.8736256725e+00,-2.7244556753e+03,1.8773121444e-02,-2.7244369021e+03,-7.1868272273e-06,1.2366825044e-04,-1.1358463671e+00,-1.1293143692e+00,6.5319979736e-03,interface,1,0,1,428495,46,47,47,9.9978632127e-01
81,8.1000000000e-03,1.0000000000e-04,447034,48,48,58,-2.7250082681e+03,4.9055086163e-01,4.9338466486e-01,2.7763326484e-02,-3.5558833075e+00,4.8228708349e-01,1.8736609459e+00,-2.7250082681e+03,1.8530771485e-02,-2.7249897373e+03,-1.1236225207e-06,1.2369066723e-04,-1.1357012745e+00,-1.1290870974e+00,6.6141771228e-03,interface,1,0,1,428495,46,47,47,9.9978331282e-01
82,8.2000000000e-03,1.0000000000e-04,447034,48,48,58,-2.7258252193e+03,4.9067455229e-01,4.9330260481e-01,2.7762202861e-02,-3.5559249355e+00,4.8251884002e-01,1.8736957673e+00,-2.7258252193e+03,1.8288370790e-02,-2.7258069309e+03,4.6952594034e-06,1.2372546732e-04,-1.1356701947e+00,-1.1289740011e+00,6.6961935382e-03,interface,1,0,1,428495,46,47,47,9.9978030060e-01
83,8.3000000000e-03,1.0000000000e-04,447034,48,48,58,-2.7268957818e+03,4.9079827776e-01,4.9322073641e-01,2.7766898121e-02,-3.5557509963e+00,4.8275066603e-01,1.8737301397e+00,-2.7268957818e+03,1.8045895175e-02,-2.7268777359e+03,1.0232146935e-05,1.2377218257e-04,-1.1357485501e+00,-1.1289705327e+00,6.7780173357e-03,interface,1,0,1,428495,46,47,47,9.9977728429e-01
84,8.4000000000e-03,1.0000000000e-04,392496,42,56,48,-2.7282823252e+03,4.9072670008e-01,4.9313851080e-01,2.7780480772e-02,-3.5552479782e+00,4.8261654949e-01,1.8737103105e+00,-2.7282823252e+03,1.8186173026e-02,-2.7282641391e+03,1.8007774906e-05,1.2813082428e-04,-1.1359939100e+00,-1.1291337129e+00,6.8601970418e-03,interface,1,0,1,428495,46,47,47,9.9977426369e-01
85,8.5000000000e-03,1.0000000000e-04,447608,48,54,56,-2.7299354690e+03,4.9085483091e-01,4.9305711870e-01,2.7798488547e-02,-3.5545814489e+00,4.8285663181e-01,1.8737456981e+00,-2.7299354690e+03,1.7935060820e-02,-2.7299175339e+03,2.2747632284e-05,1.2820953774e-04,-1.1363222340e+00,-1.1293806914e+00,6.9415426156e-03,interface,1,0,1,428495,46,47,47,9.9977123857e-01
86,8.6000000000e-03,1.0000000000e-04,447608,48,54,56,-2.7317931629e+03,4.9098304044e-01,4.9297600796e-01,2.7821236180e-02,-3.5537400805e+00,4.8309686612e-01,1.8737806149e+00,-2.7317931629e+03,1.7683787275e-02,-2.7317754791e+03,2.7034660531e-05,1.2829813089e-04,-1.1367391342e+00,-1.1297165283e+00,7.0226058809e-03,interface,1,0,1,428495,46,47,47,9.9976820875e-01
87,8.7000000000e-03,1.0000000000e-04,373302,40,48,54,-2.7338347474e+03,4.9111133857e-01,4.9289520198e-01,2.7848270840e-02,-3.5527410161e+00,4.8333727088e-01,1.8738150627e+00,-2.7338347474e+03,1.7432333113e-02,-2.7338173150e+03,3.0841606908e-05,1.2839557104e-04,-1.1372358192e+00,-1.1301324558e+00,7.1033634683e-03,interface,1,0,1,428495,46,47,47,9.9976517406e-01
88,8.8000000000e-03,1.0000000000e-04,392496,42,56,48,-2.7360383402e+03,4.9123973415e-01,4.9281472202e-01,2.7879112447e-02,-3.5516024160e+00,4.8357786263e-01,1.8738490428e+00,-2.7360383402e+03,1.7180681080e-02,-2.7360211595e+03,3.4146456364e-05,1.2850075526e-04,-1.1378029795e+00,-1.1306191853e+00,7.1837941325e-03,interface,1,0,1,428495,46,47,47,9.9976213439e-01
89,8.9000000000e-03,1.0000000000e-04,392496,42,56,48,-2.7383811186e+03,4.9136823490e-01,4.9273458708e-01,2.7913258903e-02,-3.5503432348e+00,4.8381865580e-01,1.8738825560e+00,-2.7383811186e+03,1.6928816081e-02,-2.7383641898e+03,3.6932958213e-05,1.2861253272e-04,-1.1384309065e+00,-1.1311670276e+00,7.2638788661e-03,interface,1,0,1,428495,46,47,47,9.9975908966e-01
90,9.0000000000e-03,1.0000000000e-04,503088,54,56,48,-2.7408396200e+03,4.9149684743e-01,4.9265481387e-01,2.7950191862e-02,-3.5489829820e+00,4.8405966271e-01,1.8739156028e+00,-2.7408396200e+03,1.6676725275e-02,-2.7408229433e+03,3.9191009400e-05,1.2872969230e-04,-1.1391096208e+00,-1.1317660198e+00,7.3436009853e-03,interface,1,0,1,428495,46,47,47,9.9975603981e-01
91,9.1000000000e-03,1.0000000000e-04,373872,40,54,48,-2.7433900522e+03,4.9162557713e-01,4.9257541671e-01,2.7989382871e-02,-3.5475414723e+00,4.8430089340e-01,1.8739481832e+00,-2.7433900522e+03,1.6424398195e-02,-2.7433736278e+03,4.0916889749e-05,1.2885116872e-04,-1.1398290035e+00,-1.1324060573e+00,7.4229461852e-03,interface,1,0,1,428495,46,47,47,9.9975298486e-01
92,9.2000000000e-03,1.0000000000e-04,391736,42,48,56,-2.7460086059e+03,4.9175442829e-01,4.9249640751e-01,2.8030299761e-02,-3.5460385720e+00,4.8454235588e-01,1.8739802969e+00,-2.7460086059e+03,1.6171826463e-02,-2.7459924341e+03,4.2113349784e-05,1.2897593317e-04,-1.1405789289e+00,-1.1330770263e+00,7.5019025652e-03,interface,1,0,1,428495,46,47,47,9.9974992486e-01
93,9.3000000000e-03,1.0000000000e-04,447608,48,54,56,-2.7486717613e+03,4.9188340423e-01,4.9241779578e-01,2.8072413111e-02,-3.5444939483e+00,4.8478405629e-01,1.8740119433e+00,-2.7486717613e+03,1.5919003714e-02,-2.7486558423e+03,4.2789555404e-05,1.2910256401e-04,-1.1413493945e+00,-1.1337689339e+00,7.5804606234e-03,interface,1,0,1,428495,46,47,47,9.9974685990e-01
94,9.4000000000e-03,1.0000000000e-04,447798,48,56,54,-2.7513565820e+03,4.9201250679e-01,4.9233958867e-01,2.8115202666e-02,-3.5429268260e+00,4.8502599805e-01,1.8740431214e+00,-2.7513565820e+03,1.5665926374e-02,-2.7513409160e+03,4.2960897093e-05,1.2923034033e-04,-1.1421306460e+00,-1.1344720328e+00,7.6586132215e-03,interface,1,0,1,428495,46,47,47,9.9974379001e-01
95,9.5000000000e-03,1.0000000000e-04,372720,40,42,48,-2.7540409902e+03,4.9214173713e-01,4.9226179103e-01,2.8158163563e-02,-3.5413557567e+00,4.8526818327e-01,1.8740738300e+00,-2.7540409902e+03,1.5412592278e-02,-2.7540255776e+03,4.2648676090e-05,1.2935821705e-04,-1.1429132940e+00,-1.1351769385e+00,7.7363555220e-03,interface,1,0,1,447024,48,48,48,9.9974263201e-01
96,9.6000000000e-03,1.0000000000e-04,391736,42,48,56,-2.7567040199e+03,4.9227109535e-01,4.9218440549e-01,2.8200812239e-02,-3.5397984058e+00,4.8551061208e-01,1.8741040675e+00,-2.7567040199e+03,1.5159001314e-02,-2.7566888608e+03,4.1879678969e-05,1.2948564294e-04,-1.1436884216e+00,-1.1358747367e+00,7.8136848982e-03,interface,1,0,1,447024,48,48,48,9.9975004996e-01
97,9.7000000000e-03,1.0000000000e-04,391736,42,48,56,-2.7593260410e+03,4.9240058099e-01,4.9210743258e-01,2.8242691918e-02,-3.5382713593e+00,4.8575328359e-01,1.8741338325e+00,-2.7593260410e+03,1.4905154448e-02,-2.7593111359e+03,4.0685656075e-05,1.2961114588e-04,-1.1444476796e+00,-1.1365570788e+00,7.8906008214e-03,interface,1,0,1,447024,48,48,48,9.9975747426e-01
98,9.8000000000e-03,1.0000000000e-04,373302,40,48,54,-2.7618889552e+03,4.9253019214e-01,4.9203087089e-01,2.8283377574e-02,-3.5367899540e+00,4.8599619412e-01,1.8741631230e+00,-2.7618889552e+03,1.4651055535e-02,-2.7618743042e+03,3.9102718433e-05,1.2973395636e-04,-1.1451833701e+00,-1.1372162653e+00,7.9671047258e-03,interface,1,0,1,447024,48,48,48,9.9976490450e-01
99,9.9000000000e-03,1.0000000000e-04,392496,42,56,48,-2.7643763589e+03,4.9265992609e-01,4.9195471717e-01,2.8322480293e-02,-3.5353681336e+00,4.8623933859e-01,1.8741919368e+00,-2.7643763589e+03,1.4396709939e-02,-2.7643619621e+03,3.7170669945e-05,1.2985333215e-04,-1.1458885153e+00,-1.1378453154e+00,8.0431998561e-03,interface,1,0,1,447024,48,48,48,9.9977234019e-01
100,1.0000000000e-02,1.0000000000e-04,447608,48,54,56,-2.7667736734e+03,4.9278977943e-01,4.9187896653e-01,2.8359650963e-02,-3.5340183305e+00,4.8648271051e-01,1.8742202719e+00,-2.7667736734e+03,1.4142124481e-02,-2.7667595312e+03,3.4932289345e-05,1.2996854417e-04,-1.1465569136e+00,-1.1384380225e+00,8.1188910998e-03,interface,1,0,1,447024,48,48,48,9.9977978071e-01
101,1.0100000000e-02,1.0000000000e-04,392496,42,56,48,-2.7690682424e+03,4.9291974797e-01,4.9180361263e-01,2.8394583252e-02,-3.5327513758e+00,4.8672630200e-01,1.8742481259e+00,-2.7690682424e+03,1.3887307410e-02,-2.7690543551e+03,3.2432577745e-05,1.3007914866e-04,-1.1471831804e+00,-1.1389889956e+00,8.1941848069e-03,interface,1,0,1,447024,48,48,48,9.9978722558e-01
102,1.0200000000e-02,1.0000000000e-04,391736,42,48,56,-2.7712493961e+03,4.9304982712e-01,4.9172864785e-01,2.8427015830e-02,-3.5315764366e+00,4.8697010439e-01,1.8742754965e+00,-2.7712493961e+03,1.3632267849e-02,-2.7712357638e+03,2.9717986992e-05,1.3018474620e-04,-1.1477627758e+00,-1.1394936872e+00,8.2690886020e-03,interface,1,0,1,447024,48,48,48,9.9979467435e-01
103,1.0300000000e-02,1.0000000000e-04,391736,42,48,56,-2.7733084827e+03,4.9318001187e-01,4.9165406348e-01,2.8456733817e-02,-3.5305009812e+00,4.8721410822e-01,1.8743023813e+00,-2.7733084827e+03,1.3377015705e-02,-2.7732951057e+03,2.6835643526e-05,1.3028441481e-04,-1.1482920181e+00,-1.1399484069e+00,8.3436111897e-03,interface,1,0,1,447024,48,48,48,9.9980212697e-01
104,1.0400000000e-02,1.0000000000e-04,447608,48,54,56,-2.7752388696e+03,4.9331029628e-01,4.9157984992e-01,2.8483569460e-02,-3.5295307704e+00,4.8745830234e-01,1.8743287780e+00,-2.7752388696e+03,1.3121562693e-02,-2.7752257480e+03,2.3832581209e-05,1.3037816192e-04,-1.1487680841e+00,-1.1403503219e+00,8.4177621583e-03,interface,1,0,1,447024,48,48,48,9.9980958311e-01
105,1.0500000000e-02,1.0000000000e-04,410361,44,50,57,-2.7770487401e+03,4.8091776100e-01,4.9083516013e-01,2.8516978614e-02,-3.5283241412e+00,4.6425552895e-01,1.8695420001e+00,-2.7770487401e+03,3.7381156499e-02,-2.7770113589e+03,2.0219945710e-05,1.2804392578e-04,-1.1492536480e+00,-1.1400918873e+00,9.1617606897e-03,interface,1,0,1,447024,48,48,48,9.9981704231e-01
106,1.0600000000e-02,1.0000000000e-04,465081,50,44,57,-2.7787431171e+03,4.8104580493e-01,4.9076287087e-01,2.8537198560e-02,-3.5275945294e+00,4.6449491712e-01,1.8696149494e+00,-2.7787431171e+03,3.7131049225e-02,-2.7787059861e+03,1.7089038537e-05,1.2812308593e-04,-1.1496076513e+00,-1.1403736748e+00,9.2339765188e-03,interface,1,0,1,447024,48,48,48,9.9982450415e-01
107,1.0700000000e-02,1.0000000000e-04,410361,44,50,57,-2.7802999240e+03,4.8117392801e-01,4.9069091319e-01,2.8554287598e-02,-3.5269782837e+00,4.6473446261e-01,1.8696874536e+00,-2.7802999240e+03,3.6880772682e-02,-2.7802630432e+03,1.3977528663e-05,1.2819599535e-04,-1.1499046124e+00,-1.1405987525e+00,9.3058599394e-03,interface,1,0,1,447024,48,48,48,9.9983196819e-01
108,1.0800000000e-02,1.0000000000e-04,465081,50,44,57,-2.7817203235e+03,4.8130212401e-01,4.9061927586e-01,2.8568265127e-02,-3.5264745078e+00,4.6497415368e-01,1.8697595083e+00,-2.7817203235e+03,3.6630339155e-02,-2.7816836931e+03,1.0926299638e-05,1.2826267427e-04,-1.1501450276e+00,-1.1407676054e+00,9.3774221989e-03,interface,1,0,1,447024,48,48,48,9.9983943405e-01
109,1.0900000000e-02,1.0000000000e-04,465081,50,44,57,-2.7830071514e+03,4.8143038668e-01,4.9054794768e-01,2.8579191427e-02,-3.5260808704e+00,4.6521397863e-01,1.8698311092e+00,-2.7830071514e+03,3.6379760889e-02,-2.7829707717e+03,7.9724453709e-06,1.2832319736e-04,-1.1503301042e+00,-1.1408814297e+00,9.4486744819e-03,interface,1,0,1,447024,48,48,48,9.9984690140e-01
110,1.1000000000e-02,1.0000000000e-04,465081,50,44,57,-2.7841647550e+03,4.8155870988e-01,4.9047691769e-01,2.8587163872e-02,-3.5257937425e+00,4.6545392591e-01,1.8699022519e+00,-2.7841647550e+03,3.6129049990e-02,-2.7841286260e+03,5.1488200878e-06,1.2837809200e-04,-1.1504616914e+00,-1.1409420636e+00,9.5196277489e-03,interface,1,0,1,447024,48,48,48,9.9985436857e-01
111,1.1100000000e-02,1.0000000000e-04,410361,44,50,57,-2.7851988154e+03,4.8168708797e-01,4.9040617529e-01,2.8592312692e-02,-3.5256083488e+00,4.6569398493e-01,1.8699729328e+00,-2.7851988154e+03,3.5878217534e-02,-2.7851629371e+03,2.4837127075e-06,1.2842742679e-04,-1.1505422046e+00,-1.1409519120e+00,9.5902925932e-03,interface,1,0,1,447024,48,48,48,9.9986183388e-01
112,1.1200000000e-02,1.0000000000e-04,483705,52,46,57,-2.7861161591e+03,4.8181551540e-01,4.9033571037e-01,2.8594796405e-02,-3.5255189293e+00,4.6593414526e-01,1.8700431482e+00,-2.7861161591e+03,3.5627274466e-02,-2.7860805319e+03,6.4533006022e-10,1.2847103620e-04,-1.1505745453e+00,-1.1409138662e+00,9.6606791134e-03,interface,1,0,1,447024,48,48,48,9.9986929779e-01
113,1.1300000000e-02,1.0000000000e-04,466324,50,57,52,-2.7869245642e+03,4.8194398643e-01,4.9026551343e-01,2.8594797050e-02,-3.5255189061e+00,4.6617439612e-01,1.8701128943e+00,-2.7869245642e+03,3.5376232058e-02,-2.7868891880e+03,-2.2817035862e-06,1.2850941047e-04,-1.1505620180e+00,-1.1408312212e+00,9.7307968057e-03,interface,1,0,1,447024,48,48,48,9.9987676157e-01
114,1.1400000000e-02,1.0000000000e-04,465081,50,44,57,-2.7876325640e+03,4.8207249584e-01,4.9019557566e-01,2.8592515347e-02,-3.5256010525e+00,4.6641472769e-01,1.8701821678e+00,-2.7876325640e+03,3.5125100626e-02,-2.7875974389e+03,-4.3494577365e-06,1.2854303725e-04,-1.1505082473e+00,-1.1407075929e+00,9.8006544744e-03,interface,1,0,1,447024,48,48,48,9.9988422475e-01
115,1.1500000000e-02,1.0000000000e-04,465081,50,44,57,-2.7882492537e+03,4.8220103888e-01,4.9012588901e-01,2.8588165889e-02,-3.5257576603e+00,4.6665513101e-01,1.8702509657e+00,-2.7882492537e+03,3.4873889535e-02,-2.7882143798e+03,-6.1933954591e-06,1.2857297411e-04,-1.1504170948e+00,-1.1405468346e+00,9.8702601611e-03,interface,1,0,1,447024,48,48,48,9.9989168320e-01
116,1.1600000000e-02,1.0000000000e-04,410361,44,50,57,-2.7887841030e+03,4.8232961186e-01,4.9005644626e-01,2.8581972493e-02,-3.5259807013e+00,4.6689559913e-01,1.8703192856e+00,-2.7887841030e+03,3.4622606087e-02,-2.7887494804e+03,-7.8087055776e-06,1.2859887909e-04,-1.1502925796e+00,-1.1403529585e+00,9.9396210933e-03,interface,1,0,1,447024,48,48,48,9.9989913973e-01
